student_id,student_name,age,gender,socioeconomic_status,attendance_percentage,assignment_timeliness,quiz_test_avg_pct,fee_payment_status,lms_login_count_monthly,time_spent_online_hours_week
STU_0025,Student 25,22.0,Male,4.0,87.74005859912974,100.0,94.3973125967104,Paid,11.57436778072706,13.556193815665598
STU_0026,Student 26,18.0,Male,3.0,65.39329271026405,71.3637131596921,63.84821609344067,Paid,10.75798368252231,10.883059801130909
STU_0027,Student 27,,Male,4.0,38.2786531937463,30.16177260572366,25.065106012059008,Partial,9.38099737274346,7.007979231898254
STU_0028,Student 28,19.0,Male,2.0,80.1847725025759,96.1878238282165,100.0,Unpaid,15.319974613778463,13.736993620167318
STU_0029,Student 29,23.0,Male,2.0,65.23269792558634,82.49963901495919,84.91181878346303,Unpaid,14.274091120844735,15.24561044364442
STU_0030,Student 30,22.0,Male,5.0,60.358759817064154,57.07328260177699,52.000709085464464,Partial,12.929369215594024,14.20424681172177
STU_0031,Student 31,21.0,Male,4.0,83.50858749803707,100.0,100.0,Paid,15.165453542974145,14.051578477106407
STU_0032,Student 32,18.0,Male,5.0,56.78631679474163,48.45669596395092,46.369338895917075,Paid,9.224890717600204,12.457291269371744
STU_0033,Student 33,18.0,Male,,47.77900384705188,50.17372038817043,41.85399144110041,Paid,8.556664724638228,9.385100907277158
STU_0034,Student 34,20.0,Male,4.0,89.21573147252403,97.78685728830574,100.0,Paid,15.408731169898108,13.960571524616464
STU_0035,Student 35,20.0,Male,3.0,100.0,100.0,87.84364586052595,Paid,11.837081774325508,9.556989754512394
STU_0036,Student 36,24.0,Female,1.0,46.919055338745665,56.24188306798401,35.9951980687556,Unpaid,13.306855972022902,12.237958898322876
STU_0037,Student 37,19.0,Female,1.0,62.56059124380824,57.57073353536065,57.50947862857748,Paid,10.931044988124281,13.12459098200319
STU_0038,Student 38,21.0,Male,3.0,48.337602539988936,64.74306715036056,56.854101625829955,Paid,9.280002928218645,8.46115464113554
STU_0039,Student 39,21.0,Female,1.0,67.62321995655563,65.75681010995935,62.706957877921155,Paid,10.00823882536509,8.281232553753973
STU_0040,Student 40,24.0,Female,4.0,56.68167949837925,48.14626906425135,36.54547404651795,Partial,8.786442104403204,9.588198930248996
STU_0041,Student 41,23.0,Male,5.0,85.89666819524733,77.58159868554736,92.0887843619782,Partial,12.846807339947501,10.97007926252575
STU_0042,Student 42,23.0,Female,1.0,67.27756981705548,96.37739568920051,88.43948276206285,Partial,11.613887581395863,12.105239232838773
STU_0043,Student 43,24.0,Female,4.0,52.12789966176281,40.99814824038364,35.81415570233392,Paid,9.85278178295373,9.01987183958278
STU_0044,Student 44,23.0,Male,2.0,57.91061506440998,77.28514346581667,81.81974267681548,Partial,7.957282991151149,12.415520726781002
STU_0045,Student 45,20.0,Male,4.0,63.281828083649074,46.24982764649653,29.73045606662433,Paid,8.794327867332733,6.817811737744255
STU_0046,Student 46,21.0,Female,5.0,76.05363578710852,83.37221746322132,65.96562018423687,Unpaid,11.467519073830069,13.241229109354503
STU_0047,Student 47,24.0,Female,4.0,66.57120877711861,71.02746054948113,75.59889457780208,Paid,8.3598488936245,7.650225990196044
STU_0048,Student 48,21.0,Male,3.0,61.387803547635045,85.70620674352847,80.36683517798244,Paid,15.343473637591618,9.079771349627762
STU_0049,Student 49,18.0,Male,5.0,88.6476908397581,78.83166241223037,68.01372112950051,Paid,12.359364810544813,11.655432717970141
STU_0050,Student 50,20.0,Male,2.0,80.51729373115968,66.55733046175388,73.79780853712172,Partial,17.855884126105284,13.418726091024876
STU_0051,Student 51,22.0,Male,3.0,53.85520916178243,52.1075534865777,42.364493577281785,Paid,10.69050022109002,8.126031374738949
STU_0052,Student 52,20.0,Female,4.0,38.08359715384717,63.05562459245395,59.76147699786686,Unpaid,8.270584455074559,5.772538444106751
STU_0053,Student 53,24.0,Male,5.0,76.2117645169728,62.94938731781629,52.195821702146134,Paid,14.79343690458878,12.379996877751477
STU_0054,Student 54,22.0,Male,2.0,45.88437283743776,7.058123354374764,10.699369589372651,Paid,7.441558084491876,10.672452825493574
STU_0055,Student 55,18.0,Female,3.0,76.0629196493683,76.95943720996753,92.94435152256882,Paid,10.27495031815749,11.307382145251633
STU_0056,Student 56,24.0,Male,2.0,52.62961441852721,66.87245818794234,44.53997903595697,Paid,6.72956059061516,8.478193592986111
STU_0057,Student 57,19.0,Male,4.0,88.96534929267818,73.75826030308023,75.11015256808798,Paid,12.859221961375772,12.387306127123356
STU_0058,Student 58,21.0,Female,2.0,58.946914132627484,71.66589673292644,81.94495803556265,Paid,11.875678611591667,10.88341104104012
STU_0059,Student 59,18.0,Female,1.0,66.62524628622496,51.08658151103812,46.028848543368845,Partial,8.671265970430408,6.476184499154462
STU_0060,Student 60,,Female,3.0,98.79958970473918,96.60121166936399,83.02870317781337,Paid,12.841581315708769,8.579002687407499
STU_0061,Student 61,23.0,Female,2.0,38.1657750311452,49.45600976043606,54.5075720859649,Unpaid,7.904896990143574,8.546111437102429
STU_0062,Student 62,19.0,Male,4.0,49.105150530154425,31.29316950407785,43.31301154460305,Paid,12.189885548868288,10.773636201701995
STU_0063,Student 63,19.0,Male,4.0,54.99224778804892,57.714947760662234,68.40121389240785,Partial,10.607817749517336,12.005874231772198
STU_0064,Student 64,18.0,Female,2.0,44.030927071005046,62.2555297403886,66.64644179536653,Paid,10.20244116047651,11.61582902778775
STU_0065,Student 65,19.0,Male,4.0,67.71496535005056,74.82397683822083,75.99894168952453,Paid,11.591673414051082,12.00610273854344
STU_0066,Student 66,22.0,Male,5.0,74.89549561563187,64.08610475177035,53.297954087158736,Paid,12.74092780799058,10.809898477840928
STU_0067,Student 67,19.0,Male,,89.73698679770948,100.0,100.0,Paid,15.442132528051314,9.959761923805377
STU_0068,Student 68,21.0,Male,5.0,41.08219187016026,50.95807954899761,60.6775613092277,Unpaid,9.262913929648892,10.455599238956495
STU_0069,Student 69,21.0,Male,1.0,46.46804617295825,18.56132617409365,4.904626350230446,Paid,11.742205520305061,11.921441386676868
STU_0070,Student 70,24.0,Male,2.0,51.36145049780102,64.32510471881442,68.69886145297231,Paid,8.837753203213797,4.641813676651527
STU_0071,Student 71,21.0,Male,1.0,56.368711284804725,47.79809749854557,55.63198400478299,Unpaid,10.69206936276785,8.677358308218599
STU_0072,Student 72,24.0,Male,4.0,100.0,100.0,100.0,Paid,15.0,11.117891245212208
STU_0073,Student 73,21.0,Female,1.0,47.88759207650716,63.00765214090606,62.107776711379415,Partial,10.437792643000023,10.455596723746883
STU_0074,Student 74,22.0,Female,4.0,88.59078066552132,80.34671189554882,70.05590100579509,Paid,13.849197456722369,10.317877862829796
STU_0075,Student 75,24.0,Female,4.0,100.0,75.31611078937279,69.29071663100424,Partial,13.0,11.42373086235072
STU_0076,Student 76,20.0,Female,3.0,83.18764880476537,100.0,87.91300169852846,Paid,12.691037364762137,10.924448801675084
STU_0077,Student 77,23.0,Male,5.0,81.52877287041821,98.99752493844743,98.38479695706764,Paid,13.328128280469523,11.345765197159306
STU_0078,Student 78,18.0,Male,4.0,64.02258718919515,62.71374699145096,59.75112223262668,Paid,11.586251870145093,9.360337347671054
STU_0079,Student 79,21.0,Female,3.0,78.1998220372,91.00114380958172,100.0,Unpaid,7.954783595718723,7.699421689726006
STU_0080,Student 80,19.0,Female,5.0,73.15103010729294,67.61022912633767,78.34635483559525,Paid,10.148441323671971,7.9136865422746006
STU_0081,Student 81,21.0,Female,4.0,57.79304052815452,59.24759317956727,70.88216998223643,Paid,9.213218070071239,10.366743916183284
STU_0082,Student 82,19.0,Male,4.0,85.60401115947208,83.43969201992098,89.09592190985373,Partial,13.861387495934203,13.072899005149837
STU_0083,Student 83,23.0,Male,1.0,70.34275475403358,65.40859347367405,61.00078171365183,Unpaid,10.398829447089,8.658178823293822
STU_0084,Student 84,23.0,Male,1.0,75.36256876881534,80.75210747010166,77.44742796428477,Partial,11.653675050394929,13.868117717231552
STU_0085,Student 85,23.0,Male,5.0,57.49970914200793,39.37702678732411,37.17059518952466,Unpaid,21.45735539674478,15.099474803488292
STU_0086,Student 86,19.0,Female,4.0,63.665985400393666,59.89227293890998,62.15107221132359,Paid,12.920182083454174,14.520462289320207
STU_0087,Student 87,21.0,Female,2.0,52.316118855820136,57.03331094307121,61.703348665752586,Paid,9.501771877964677,8.466631591319132
STU_0088,Student 88,23.0,Male,1.0,79.03680880462844,100.0,100.0,Partial,12.309754146040198,7.101721519821228
STU_0089,Student 89,22.0,Other,5.0,67.0866202820322,49.57360705234176,46.08642532422416,Partial,12.813073305714806,12.210932302682107
STU_0090,Student 90,24.0,Female,4.0,66.6508304530529,74.45912631903931,67.3297387531835,Paid,12.741112586720886,11.867646503598419
STU_0091,Student 91,19.0,Male,4.0,69.77517092994377,79.2274025763617,62.515617482962654,Paid,14.479792267502264,12.308683724366297
STU_0092,Student 92,19.0,Male,2.0,65.93029135153424,37.779510391293186,53.180060371853,Partial,14.085784346347502,10.758427216285773
STU_0093,Student 93,21.0,Male,5.0,75.46803085240744,81.62601106854622,100.0,Paid,10.382910081120345,10.122310589588533
STU_0094,Student 94,19.0,Male,4.0,71.8405871422753,85.044863327032,99.43690469817102,Paid,14.068845073243804,11.011903620882848
STU_0095,Student 95,19.0,Male,1.0,40.572295703736124,49.40208589447265,34.29329838330369,Paid,6.827915441938965,7.8092585883059815
STU_0096,Student 96,23.0,Male,2.0,69.48553827816157,68.22662945507145,77.67082829076215,Paid,12.235886114977587,12.801207569018944
STU_0097,Student 97,21.0,Male,5.0,88.97016474160742,93.96876528944385,100.0,Partial,10.959680997693306,10.84827495790684
STU_0098,Student 98,23.0,Male,2.0,35.614648913635406,38.16231937237086,33.321066988914566,Paid,11.412096533058392,11.925951041193152
STU_0099,Student 99,24.0,Female,1.0,71.41049685611756,46.06863678138964,51.93576365705799,Partial,10.36070687399531,9.716616423746075
STU_0100,Student 100,,Male,5.0,27.45584138779367,30.355646259110657,24.880009868839224,Paid,12.370382128882357,10.501156372831627
STU_0101,Student 101,23.0,Female,2.0,87.90965603010815,82.40359994038306,100.0,Paid,15.0,10.193034938222713
STU_0102,Student 102,24.0,Male,3.0,63.57084030350425,52.9985077385345,57.382958805118264,Partial,7.595422202663995,8.057637876195603
STU_0103,Student 103,21.0,Other,1.0,79.13777828522615,100.0,88.99413410354742,Paid,9.790934389982416,3.2532380838129304
STU_0104,Student 104,18.0,Male,1.0,44.85989260457936,63.64912839887272,71.68682557498478,Paid,8.494653261624764,8.066882698201113
STU_0105,Student 105,23.0,Male,1.0,63.44731736530349,46.19473646058768,58.90010454247064,Paid,12.62204779309633,11.147275542166486
STU_0106,Student 106,22.0,Other,3.0,99.53041870278592,100.0,100.0,Paid,17.237879469517907,14.746287043299265
STU_0107,Student 107,22.0,Female,3.0,96.00887913620596,100.0,100.0,Paid,12.748709028812579,10.836998759356376
STU_0108,Student 108,19.0,Female,4.0,84.44773952286428,62.00475221172425,61.167711060978675,Partial,10.193317530472163,10.792005849726081
STU_0109,Student 109,24.0,Male,2.0,82.06537164202955,83.22011876313685,69.60875332538205,Partial,12.297118511909462,6.78898193317424
STU_0110,Student 110,22.0,Male,4.0,98.15239161936046,100.0,98.17919489895391,Partial,15.005349840274928,12.389001215723564
STU_0111,Student 111,19.0,Female,2.0,97.83130092023711,78.71390768275177,84.99038327831447,Paid,17.99986660642795,10.640927717387168
STU_0112,Student 112,18.0,Female,3.0,81.47737802721534,87.17063259639878,85.63431018059993,Paid,13.288424011598561,9.227604974480615
STU_0113,Student 113,21.0,Female,3.0,100.0,100.0,100.0,Paid,15.935595460812461,12.59346663467851
STU_0114,Student 114,21.0,Female,4.0,76.44245361895945,99.06316749024674,94.35698875587573,Paid,12.13787838436969,13.621467167931954
STU_0115,Student 115,21.0,Male,5.0,96.05159330336389,92.3111317789747,88.39204184956478,Paid,13.427940545264702,12.456383799572468
STU_0116,Student 116,22.0,Female,4.0,82.39679541217022,100.0,100.0,Paid,14.151733643370928,12.1123288159597
STU_0117,Student 117,18.0,Male,2.0,48.569628363989096,17.70012706303777,20.36235726467431,Unpaid,10.88505924422084,10.403468843176215
STU_0118,Student 118,,Male,4.0,62.82264679972395,68.16589744694089,63.22523847307379,Paid,12.379382881047537,9.762433654114833
STU_0119,Student 119,24.0,Male,1.0,78.66993858667401,57.48552378772618,69.89118829982968,Paid,18.71808378282103,13.271075064665148
STU_0120,Student 120,22.0,Female,2.0,50.232236712037015,51.58497627449051,43.32014765908417,Partial,13.702664594135415,12.706084388009302
STU_0121,Student 121,18.0,Male,2.0,55.81817079595471,47.989569544379265,39.266182036171074,Paid,12.158475130986895,8.308516528604459
STU_0122,Student 122,18.0,Male,5.0,90.54826651340544,98.15142835926386,64.19804262649497,Partial,13.974060747301355,13.17313847421672
STU_0123,Student 123,24.0,Female,3.0,44.52249273083625,42.619282019303334,35.97165943637397,Partial,10.196579992361883,9.321275861943235
STU_0124,Student 124,18.0,Male,2.0,83.67170134502277,71.28193867462502,86.98653882169242,Unpaid,15.784925656938515,14.543576978208389
STU_0125,Student 125,18.0,Female,3.0,77.06589389023472,65.66152967677502,40.79401744270575,Paid,13.772564009914282,13.808468919421308
STU_0126,Student 126,21.0,Male,4.0,90.2414292247149,100.0,88.57695831724939,Partial,10.573487367136837,6.940575658556938
STU_0127,Student 127,24.0,Male,1.0,62.013550161868324,68.66640623880456,73.9352289094866,Paid,10.632069716647123,9.152873331869126
STU_0128,Student 128,20.0,Female,5.0,69.63179871582875,44.09986811775293,17.1614668310402,Partial,7.109239756630042,6.8435645024337735
STU_0129,Student 129,20.0,Male,3.0,81.75154734870507,90.01336337545654,83.88498001333936,Paid,14.045654283862408,8.397371211784918
STU_0130,Student 130,18.0,Male,2.0,79.72046856372697,76.800318628357,90.49067721568596,Paid,8.273680739907956,7.071773817535156
STU_0131,Student 131,20.0,Male,3.0,63.562135068090654,63.63115137454774,88.14746099673562,Paid,14.876754824178963,17.320889102620164
STU_0132,Student 132,20.0,Male,2.0,69.40568829294321,81.70401060267017,85.18696939067456,Paid,16.174483859938775,14.306261722394268
STU_0133,Student 133,18.0,Other,3.0,44.32984611947791,62.0782537251706,50.96064950627719,Partial,12.849418240143985,15.259285057283499
STU_0134,Student 134,20.0,Male,2.0,74.70918729042026,61.82699637160992,50.30545150783053,Partial,8.817725618461717,11.06705968926753
STU_0135,Student 135,22.0,Female,4.0,44.04092904748825,43.59480423515749,45.33369986712834,Partial,10.269638005826948,8.651132680896524
STU_0136,Student 136,19.0,Male,2.0,74.92612592334983,66.73446088227129,70.10602073625247,Paid,14.463958212879094,11.46843671309146
STU_0137,Student 137,24.0,Female,2.0,44.69163041365506,53.644563129769004,75.93970825046799,Partial,9.039600041162027,10.696672381061628
STU_0138,Student 138,19.0,Female,1.0,39.845510112457546,36.360942706415,48.01060093686144,Paid,8.55116239551186,10.150593604702003
STU_0139,Student 139,18.0,Female,2.0,40.49118597231616,40.92995816784429,41.93923602250618,Unpaid,12.213428465079456,9.95203020112306
STU_0140,Student 140,21.0,Male,1.0,48.487410541679594,44.433259126527126,40.4107720874141,Unpaid,7.177340492259516,5.568683904971344
STU_0141,Student 141,,Male,5.0,93.13744218871119,91.54564945517122,100.0,Paid,12.16018079021126,17.655612769883106
STU_0142,Student 142,18.0,Male,1.0,52.79239152297027,78.3621566118923,85.88129421184304,Partial,12.797847131327321,11.11662422097805
STU_0143,Student 143,21.0,Female,4.0,64.67224030851517,100.0,91.97497943706946,Paid,10.545286180815232,9.621165304042377
STU_0144,Student 144,19.0,Female,1.0,62.762410685293986,68.41879209143113,65.7233170083334,Paid,12.91291116353511,11.683124509578159
STU_0145,Student 145,18.0,Other,5.0,72.36818943869413,70.86864274144058,60.33918586140338,Paid,9.305096566508752,9.16709110463232
STU_0146,Student 146,24.0,Male,4.0,63.19463832219894,39.260086908853694,10.405492598649019,Paid,15.170834282532706,12.83087495667732
STU_0147,Student 147,24.0,Female,3.0,100.0,88.5937270028294,92.34553889731727,Partial,19.182531834144747,17.16516048930521
STU_0148,Student 148,23.0,Female,3.0,69.39958660247149,67.49854606568289,88.88799666437066,Paid,12.004626190237541,10.753216135745923
STU_0149,Student 149,22.0,Male,1.0,51.756149401139886,41.03020109157849,21.46351466461084,Paid,9.731184288061916,7.540171265375435
STU_0150,Student 150,20.0,Male,1.0,48.224255221492044,39.075743778413205,39.738894928961415,Paid,10.123769048984784,9.73859693553517
STU_0151,Student 151,21.0,Female,5.0,82.42400045764643,100.0,91.51714265034883,Partial,15.757953440485704,11.95017315742303
STU_0152,Student 152,23.0,Female,5.0,73.97307855281525,74.40494075889248,80.66297106573072,Unpaid,15.935641560570163,15.815618654778785
STU_0153,Student 153,20.0,Female,2.0,42.107463380457276,43.880643251486326,41.81268137079154,Partial,12.002955244230419,13.343715751590352
STU_0154,Student 154,20.0,Male,5.0,46.18523961460848,36.072381209535074,19.75172535652386,Partial,13.854852989774994,12.142476495749094
STU_0155,Student 155,18.0,Female,2.0,82.20140969732064,99.86458056886443,88.0913360014676,Paid,10.80937878015618,7.847217680439577
STU_0156,Student 156,,Male,4.0,63.683387266613785,60.49470784678527,50.531101462974775,Paid,14.555142117922381,9.825786532081299
STU_0157,Student 157,22.0,Male,1.0,61.03684265171254,53.2238876744497,69.3557061702962,Paid,12.767613097245585,11.4140530717919
STU_0158,Student 158,24.0,Male,4.0,100.0,76.28873774035839,91.8078490635202,Paid,10.551104427699347,10.948198152492235
STU_0159,Student 159,23.0,Female,5.0,75.55581400074472,74.63928529447422,70.90311064912186,Partial,12.582413243783531,10.541960983239655
STU_0160,Student 160,20.0,Female,4.0,79.36203355422707,71.08116352756605,85.81480472898221,Paid,15.450041972265478,11.76468181771827
STU_0161,Student 161,18.0,Female,4.0,40.41488468705359,65.68358087730708,63.60537480455299,Partial,11.1888104363537,9.408806751819556
STU_0162,Student 162,22.0,Male,4.0,69.88803189192106,97.54651227195032,93.62655917054808,Paid,8.301224980687156,9.103824569855686
STU_0163,Student 163,19.0,Female,5.0,82.78921494513405,64.26000752363993,64.94542161025403,Paid,11.118344144897764,5.793647368302752
STU_0164,Student 164,24.0,Male,,75.88015505246013,59.047856484245166,62.4657598277288,Paid,11.534708084647253,8.564700784784208
STU_0165,Student 165,24.0,Female,2.0,57.44087293308777,53.29607840619105,46.63074089181103,Partial,8.020621953241674,7.756209285726136
STU_0166,Student 166,23.0,Male,5.0,100.0,87.75943156908592,88.02182047527259,Partial,12.804668969646206,13.817340874726945
STU_0167,Student 167,24.0,Male,4.0,60.83189711035665,64.09314574565735,73.54101581341564,Unpaid,13.217990582542875,9.981368007413579
STU_0168,Student 168,20.0,Male,5.0,77.95995109060229,73.06059875431878,74.61507442479135,Paid,17.5025556878937,14.112214127609263
STU_0169,Student 169,,Male,3.0,72.78619187754316,76.99417698587203,77.50757181136387,Unpaid,11.011946423970995,10.95905871384749
STU_0170,Student 170,24.0,Female,2.0,70.98556127333357,86.22696409803808,92.15712666940762,Paid,11.005564285716016,13.098615154179532
STU_0171,Student 171,,Female,4.0,100.0,84.03667734496739,92.0371500752707,Paid,14.0,14.5251548139283
STU_0172,Student 172,19.0,Male,3.0,55.518672000905894,70.44684033806688,69.69545051471181,Unpaid,9.064453273185746,9.41722069900304
STU_0173,Student 173,19.0,Female,3.0,58.10176955319804,47.171983338395385,41.4818106534576,Paid,12.026629178091252,10.06234510666674
STU_0174,Student 174,21.0,Male,5.0,76.53352296693436,100.0,100.0,Partial,11.283638740758578,9.314153164727909
STU_0175,Student 175,22.0,Female,3.0,31.566731763359066,55.881371257099886,36.75380649922029,Paid,15.341970023670813,12.188858566903845
STU_0176,Student 176,20.0,Female,2.0,88.1711063835403,86.47490134524678,83.95103739920052,Paid,12.67327391193364,10.468570247319619
STU_0177,Student 177,24.0,Female,2.0,81.6835932348087,67.22984156685807,37.57112266708694,Unpaid,12.765058933235588,12.489784285334258
STU_0178,Student 178,24.0,Male,1.0,72.66790895577338,55.344919260654635,35.23541785941663,Paid,9.839173613992555,10.760206441966687
STU_0179,Student 179,18.0,Female,2.0,52.935202905369955,66.03963043648791,44.125400243487384,Partial,8.854872626314295,10.611038695447178
STU_0180,Student 180,21.0,Female,3.0,100.0,99.54395850204253,100.0,Paid,16.054563166954672,15.545849006349673
STU_0181,Student 181,22.0,Male,,43.013449108786276,56.91645239506565,57.08423418669754,Partial,9.766561777496708,13.609019131548708
STU_0182,Student 182,21.0,Male,5.0,78.09106990314343,100.0,84.85541172140398,Paid,12.09790229301383,11.298277933322028
STU_0183,Student 183,23.0,Female,1.0,38.22508841485842,26.669344334116566,32.56213685546084,Paid,10.891795696904667,12.64482539124364
STU_0184,Student 184,22.0,Female,3.0,65.47928767507905,47.02721401870773,58.89106777110595,Paid,13.334874498847753,10.964116881755446
STU_0185,Student 185,24.0,Female,1.0,44.07334564963917,46.96174916762856,53.063575841397046,Paid,7.249988253240351,10.995008093786206
STU_0186,Student 186,24.0,Female,,82.44471571008155,99.61610988186601,97.35158833995497,Unpaid,13.957874201610531,14.101955415156954
STU_0187,Student 187,22.0,Female,5.0,83.37329879251595,69.26639444572959,72.056233866762,Paid,12.502858030604923,13.268260955188444
STU_0188,Student 188,24.0,Male,1.0,38.99377227732988,39.51314335871857,50.33110175643136,Paid,6.578761797539338,8.477520581152717
STU_0189,Student 189,20.0,Male,4.0,61.83670782533392,82.38736274289877,76.7564126909469,Paid,9.56071495166765,8.443641147852048
STU_0190,Student 190,22.0,Male,3.0,66.73453482022609,42.2413672428705,42.59977032196441,Paid,15.023068472058158,9.722477360298125
STU_0191,Student 191,21.0,Female,4.0,77.32784846982617,80.85761789141266,77.77130135613548,Partial,13.932644569162214,11.88624786953891
STU_0192,Student 192,22.0,Male,1.0,41.5844094167558,33.482863012774025,14.121872780944194,Unpaid,10.45069615711942,13.291373163058076
STU_0193,Student 193,24.0,Female,4.0,63.65427082372296,65.51661968829251,76.51543785602414,Paid,8.212325089437972,8.48647274199084
STU_0194,Student 194,20.0,Female,4.0,100.0,100.0,100.0,Unpaid,12.188381656560516,12.664443999200367
STU_0195,Student 195,20.0,Female,1.0,56.047810641339595,59.359938259660964,48.87440280476669,Paid,8.590536900120247,10.983171251097986
STU_0196,Student 196,23.0,Male,5.0,52.57339731333097,37.42006128165315,48.972224100288734,Paid,13.833691440232533,11.349473278261922
STU_0197,Student 197,21.0,Female,4.0,89.4657505902405,81.94705851673832,71.84313315959912,Partial,13.593027195825375,14.429203272951726
STU_0198,Student 198,19.0,Male,4.0,65.11773942481877,86.51663412968576,88.11008791061053,Paid,8.767704504151629,3.566530763114807
STU_0199,Student 199,19.0,Female,5.0,100.0,100.0,100.0,Partial,11.54113230300816,8.32506559402773
STU_0200,Student 200,22.0,Male,4.0,79.33877236574439,91.94355927951712,85.69829145481178,Unpaid,13.504419434530432,9.920945124548297
STU_0201,Student 201,23.0,Male,4.0,87.25062469529806,91.0050543480437,90.82881737534122,Paid,15.260608157262507,10.990874032896475
STU_0202,Student 202,18.0,Female,4.0,83.55869562709819,95.69543665072699,74.07740069263008,Unpaid,12.917457498083099,12.13125465141334
STU_0203,Student 203,22.0,Male,2.0,81.5046376657693,75.56244631670947,67.5919941893547,Partial,10.160608693239372,10.660379952727489
STU_0204,Student 204,23.0,Male,5.0,94.85022488013676,83.33755017862524,60.462282314616765,Paid,13.134079983117969,12.355021135909
STU_0205,Student 205,21.0,Female,4.0,90.28058995497125,100.0,100.0,Partial,10.401678589828492,11.39300228317922
STU_0206,Student 206,21.0,Female,5.0,94.9738038616824,100.0,100.0,Paid,14.0,10.099790861708701
STU_0207,Student 207,21.0,Female,3.0,90.54571168544646,76.83149202349684,74.17187338464718,Unpaid,15.353167906154273,10.240231819462497
STU_0208,Student 208,21.0,Female,,52.818829590214634,44.17965741885871,47.61030102594022,Partial,10.007855606349377,10.796567167190414
STU_0209,Student 209,21.0,Female,4.0,84.35243131485956,81.90403489139597,77.9952694283906,Paid,13.283365521872016,10.38121861364313
STU_0210,Student 210,23.0,Male,5.0,80.30205964317608,100.0,100.0,Paid,9.775394020848438,6.746746919688277
STU_0211,Student 211,23.0,Male,5.0,80.5513108964064,88.99834272393029,90.55188594543267,Partial,14.287260408189095,14.08631877317751
STU_0212,Student 212,20.0,Male,5.0,92.67170934275748,72.81040689476919,48.98244662512648,Paid,12.102555943965392,13.841481784987291
STU_0213,Student 213,,Female,2.0,56.491539814939216,55.096797941096696,66.37656775821054,Paid,6.9169194743612685,11.572781516577953
